problemID,email,dateRaised,description,rating,completed
491,lrob540@email.com,22/08/2022,My mouse button doesn't work.,1,0
492,mhum863@email.com,22/08/2022,I can't get my dual screens to show different images.,1,1
493,bmcw268@email.com,22/08/2022,My speakers aren't working.,3,1
494,lgra552@email.com,23/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
495,lcor868@email.com,24/08/2022,My phone won't connect to my laptop.,2,1
496,smci667@email.com,24/08/2022,My mouse cursor is frozen.,3,0
497,ealf266@email.com,24/08/2022,The text on my screen is too small.,1,1
498,lliu777@email.com,24/08/2022,My web cam picture is blank.,2,1
499,lhe259@email.com,24/08/2022,I can't download an email attachment.,1,1
500,foph202@email.com,25/08/2022,I can't download an email attachment.,1,1
501,ujar162@email.com,25/08/2022,Could you reset my password please.,1,1
502,cchi967@email.com,25/08/2022,I can't access the Internet.,1,1
503,rgui876@email.com,25/08/2022,My email box is full.  Can I have more storage please?,1,0
504,cmun272@email.com,25/08/2022,Could you reset my password please.,1,1
505,smck563@email.com,25/08/2022,Could you reset my password please.,1,0
506,ccai446@email.com,28/08/2022,I can't get my dual screens to show different images.,1,1
507,cchr994@email.com,28/08/2022,My email box is full.  Can I have more storage please?,1,1
508,gand215@email.com,28/08/2022,Could you reset my password please.,1,1
509,aman282@email.com,28/08/2022,I can't access the Internet.,1,1
510,ctay323@email.com,28/08/2022,My mouse button doesn't work.,1,1
511,foph202@email.com,28/08/2022,I can't access the Internet.,1,1
512,rbur971@email.com,28/08/2022,My docking station is not charging my laptop,2,1
513,zyin345@email.com,28/08/2022,My docking station is not charging my laptop,3,1
514,cnin104@email.com,28/08/2022,My web cam image is not clear.,2,1
515,rdun515@email.com,28/08/2022,I have a suspicious email.  Can you warn others about it.,1,0
516,akar563@email.com,29/08/2022,My mouse button doesn't work.,1,0
517,zde969@email.com,30/08/2022,My computer can't see the network printer.,1,1
518,bjon175@email.com,30/08/2022,My mouse button doesn't work.,1,1
519,zcha328@email.com,30/08/2022,My files are not backing up to the cloud anymore.,1,1
520,jcar366@email.com,30/08/2022,I can't adjust the microphone volume on my headset.,2,0
521,wtwi204@email.com,30/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
522,kbut903@email.com,30/08/2022,The text on my screen is too small.,1,0
523,cmck244@email.com,30/08/2022,My computer can't see the network printer.,1,1
524,rshe791@email.com,30/08/2022,I can't access the Internet.,1,0
525,ebla652@email.com,30/08/2022,My mouse cursor is frozen.,3,1
526,cchi967@email.com,30/08/2022,My computer can't see the network printer.,1,1
527,sold892@email.com,30/08/2022,My mouse button doesn't work.,1,0
528,mkow936@email.com,30/08/2022,My mouse button doesn't work.,1,1
529,lwei328@email.com,30/08/2022,I can't download an email attachment.,1,1
530,aabb463@email.com,31/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
531,aric347@email.com,31/08/2022,My mouse cursor is frozen.,3,1
532,zcha328@email.com,31/08/2022,My files are not backing up to the cloud anymore.,1,0
533,pmck621@email.com,31/08/2022,My email box is full.  Can I have more storage please?,1,1
534,cchi967@email.com,31/08/2022,My phone won't connect to my laptop.,3,1
535,sbea309@email.com,31/08/2022,My phone won't connect to my laptop.,3,1
536,slam437@email.com,01/09/2022,Loss of Internet access.,1,1
537,dplu963@email.com,01/09/2022,My email box is full.  Can I have more storage please?,1,0
538,zyin345@email.com,01/09/2022,My web cam picture is blank.,2,1
539,lwal447@email.com,04/09/2022,The text on my screen is too small.,1,1
540,jwri300@email.com,04/09/2022,My mouse cursor is frozen.,3,1
541,ebla652@email.com,04/09/2022,My mouse button doesn't work.,1,1
542,jspi634@email.com,04/09/2022,My docking station is not charging my laptop,3,1
543,dsob768@email.com,04/09/2022,The text on my screen is too small.,1,0
544,lhe259@email.com,04/09/2022,My mouse cursor is frozen.,2,1
545,slam437@email.com,04/09/2022,I can't access the Internet.,1,1
546,kste433@email.com,04/09/2022,My speakers aren't working.,2,1
547,rshe791@email.com,04/09/2022,My web cam picture is blank.,2,0
548,jmag670@email.com,04/09/2022,The text on my screen is too small.,1,0
549,akar563@email.com,05/09/2022,I can't download an email attachment.,1,0
550,gsew759@email.com,05/09/2022,My mouse cursor is frozen.,2,0
551,dels107@email.com,05/09/2022,My speakers aren't working.,3,1
552,lwei328@email.com,05/09/2022,I can't get my dual screens to show different images.,1,0
553,fper154@email.com,05/09/2022,The text on my screen is too small.,1,0
554,jspi634@email.com,05/09/2022,The text on my screen is too small.,1,0
555,fmin685@email.com,05/09/2022,I can't get my dual screens to show different images.,1,1
556,hgar508@email.com,05/09/2022,My docking station is not charging my laptop,3,0
557,jrob313@email.com,05/09/2022,My docking station is not charging my laptop,2,1
558,char132@email.com,05/09/2022,My phone won't connect to my laptop.,3,0
559,tvai401@email.com,05/09/2022,My files are not backing up to the cloud anymore.,1,1
560,ggot764@email.com,05/09/2022,My speakers aren't working.,3,1
561,rker428@email.com,05/09/2022,My phone won't connect to my laptop.,3,0
562,ebla652@email.com,05/09/2022,My web cam image is not clear.,3,1
563,rker428@email.com,05/09/2022,My web cam picture is blank.,2,1
564,tfen716@email.com,05/09/2022,My email box is full.  Can I have more storage please?,1,1
565,lnow894@email.com,05/09/2022,Loss of Internet access.,1,1
566,zluo662@email.com,05/09/2022,My mouse button doesn't work.,1,1
567,jgar444@email.com,05/09/2022,The text on my screen is too small.,1,1
568,dhut682@email.com,05/09/2022,I can't get my dual screens to show different images.,1,0
569,kbri900@email.com,05/09/2022,My email box is full.  Can I have more storage please?,1,0
570,trei753@email.com,05/09/2022,I can't download an email attachment.,1,1
571,amas774@email.com,05/09/2022,My mouse cursor is frozen.,3,1
572,yxue296@email.com,05/09/2022,My phone won't connect to my laptop.,2,1
573,eher957@email.com,05/09/2022,I can't get my dual screens to show different images.,1,1
574,dmil939@email.com,06/09/2022,My docking station is not charging my laptop,3,1
575,tric552@email.com,06/09/2022,My web cam picture is blank.,3,0
576,ro's712@email.com,06/09/2022,My phone won't connect to my laptop.,3,0
577,rker495@email.com,06/09/2022,I can't download an email attachment.,1,0
578,ctay323@email.com,06/09/2022,I have a suspicious email.  Can you warn others about it.,1,0
579,rvan545@email.com,06/09/2022,My web cam image is not clear.,3,0
580,zyi674@email.com,06/09/2022,My files are not backing up to the cloud anymore.,1,1
581,barv104@email.com,06/09/2022,My computer can't see the network printer.,1,1
582,smcp485@email.com,06/09/2022,My docking station is not charging my laptop,3,1
583,qche545@email.com,06/09/2022,My web cam picture is blank.,2,0
584,alew569@email.com,06/09/2022,My files are not backing up to the cloud anymore.,1,1
585,lwal366@email.com,06/09/2022,My files are not backing up to the cloud anymore.,1,1
586,trei753@email.com,06/09/2022,My docking station is not charging my laptop,2,1
587,rfer418@email.com,07/09/2022,My speakers aren't working.,2,1
588,lcor868@email.com,07/09/2022,I can't get my dual screens to show different images.,1,0
589,to'r113@email.com,08/09/2022,My mouse button doesn't work.,1,1
590,smck563@email.com,08/09/2022,I can't access the Internet.,1,1
591,fmin685@email.com,08/09/2022,I can't get my blueTooth headphones to connect.,2,1
592,dsub566@email.com,11/09/2022,My files are not backing up to the cloud anymore.,1,1
593,scoh580@email.com,11/09/2022,My files are not backing up to the cloud anymore.,1,1
594,jgar444@email.com,11/09/2022,My web cam picture is blank.,2,1
595,pcho887@email.com,11/09/2022,My email box is full.  Can I have more storage please?,1,1
596,iare865@email.com,11/09/2022,My web cam picture is blank.,3,1
597,sbea309@email.com,11/09/2022,My mouse button doesn't work.,1,1
598,alew569@email.com,11/09/2022,My computer can't see the network printer.,1,1
599,ujar162@email.com,11/09/2022,My web cam image is not clear.,3,1
600,lces669@email.com,11/09/2022,Could you reset my password please.,1,1
601,twen667@email.com,11/09/2022,Can't access my network folder.,1,1
602,jsim168@email.com,11/09/2022,I have a suspicious email.  Can you warn others about it.,1,0
603,edic615@email.com,11/09/2022,I can't get my blueTooth headphones to connect.,3,1
604,lwei328@email.com,11/09/2022,The text on my screen is too small.,1,0
605,apro256@email.com,11/09/2022,My email box is full.  Can I have more storage please?,1,1
606,mcai409@email.com,11/09/2022,My computer can't see the network printer.,1,1
607,dpar893@email.com,11/09/2022,I can't download an email attachment.,1,1
608,dsub566@email.com,11/09/2022,I have a suspicious email.  Can you warn others about it.,1,0
609,slam437@email.com,11/09/2022,My files are not backing up to the cloud anymore.,1,1
610,rker428@email.com,11/09/2022,Loss of Internet access.,1,0
611,lhe259@email.com,11/09/2022,My web cam picture is blank.,2,1
612,ealf266@email.com,11/09/2022,The text on my screen is too small.,1,0
613,rfer418@email.com,12/09/2022,I can't get my dual screens to show different images.,1,0
614,prob453@email.com,12/09/2022,Loss of Internet access.,1,1
615,kwhi534@email.com,12/09/2022,My web cam picture is blank.,3,0
616,lhe259@email.com,12/09/2022,I can't download an email attachment.,1,1
617,rshe791@email.com,12/09/2022,I can't access the Internet.,1,1
618,mcai409@email.com,12/09/2022,My web cam picture is blank.,2,0
619,zmin412@email.com,12/09/2022,My speakers aren't working.,3,1
620,hlei381@email.com,12/09/2022,I can't download an email attachment.,1,1
621,csmi333@email.com,12/09/2022,My files are not backing up to the cloud anymore.,1,1
622,rker428@email.com,12/09/2022,My docking station is not charging my laptop,2,1
623,kste433@email.com,12/09/2022,The text on my screen is too small.,1,1
624,qkun463@email.com,13/09/2022,My phone won't connect to my laptop.,2,1
625,rgui876@email.com,13/09/2022,My mouse button doesn't work.,1,1
626,csch538@email.com,13/09/2022,My computer can't see the network printer.,1,1
627,tmar516@email.com,13/09/2022,I can't access the Internet.,1,0
628,xsoa546@email.com,13/09/2022,My email box is full.  Can I have more storage please?,1,1
629,lwal366@email.com,13/09/2022,Could you reset my password please.,1,1
630,jspi634@email.com,13/09/2022,I can't download an email attachment.,1,1
631,jwri300@email.com,13/09/2022,Could you reset my password please.,1,1
632,yyij779@email.com,14/09/2022,My web cam picture is blank.,3,0
633,ihun275@email.com,14/09/2022,My mouse button doesn't work.,1,0
634,smor720@email.com,14/09/2022,My email box is full.  Can I have more storage please?,1,1
635,jmar475@email.com,14/09/2022,My files are not backing up to the cloud anymore.,1,0
636,smck563@email.com,14/09/2022,I can't get my blueTooth headphones to connect.,2,0
637,ihun275@email.com,14/09/2022,Could you reset my password please.,1,0
638,smer111@email.com,14/09/2022,I can't adjust the microphone volume on my headset.,2,1
639,lmcw662@email.com,14/09/2022,Could you reset my password please.,1,1
640,apro256@email.com,14/09/2022,My mouse cursor is frozen.,3,1
641,sbro425@email.com,14/09/2022,I can't access the Internet.,1,0
642,scat467@email.com,15/09/2022,I can't download an email attachment.,1,1
643,hgar508@email.com,15/09/2022,My files are not backing up to the cloud anymore.,1,0
644,tmcp991@email.com,15/09/2022,Could you reset my password please.,1,1
645,ro's712@email.com,15/09/2022,My email box is full.  Can I have more storage please?,1,1
646,klik331@email.com,18/09/2022,My mouse cursor is frozen.,2,1
647,gmcc411@email.com,19/09/2022,My web cam picture is blank.,3,1
648,tmcp991@email.com,19/09/2022,My phone won't connect to my laptop.,2,1
649,smor720@email.com,19/09/2022,Can't access my network folder.,1,1
650,bjon175@email.com,19/09/2022,My phone won't connect to my laptop.,3,1
651,jcoo567@email.com,19/09/2022,My web cam picture is blank.,3,0
652,cmcg423@email.com,19/09/2022,My web cam picture is blank.,2,1
653,kste433@email.com,20/09/2022,Can't access my network folder.,1,0
654,lgon902@email.com,20/09/2022,My computer can't see the network printer.,1,0
655,aman282@email.com,20/09/2022,I can't get my dual screens to show different images.,1,1
656,mo'l731@email.com,20/09/2022,My mouse button doesn't work.,1,1
657,mlop584@email.com,20/09/2022,I can't adjust the microphone volume on my headset.,2,0
658,erob579@email.com,20/09/2022,Loss of Internet access.,1,1
659,ihun275@email.com,20/09/2022,I can't adjust the microphone volume on my headset.,3,1
660,lwal447@email.com,20/09/2022,I can't get my blueTooth headphones to connect.,3,0
661,jjon592@email.com,21/09/2022,I can't adjust the microphone volume on my headset.,2,1
662,zde969@email.com,21/09/2022,My web cam image is not clear.,3,1
663,csch538@email.com,22/09/2022,My web cam picture is blank.,2,1
664,jsim168@email.com,22/09/2022,My docking station is not charging my laptop,3,1
665,dgre124@email.com,22/09/2022,My web cam image is not clear.,3,0
666,aman282@email.com,22/09/2022,I can't get my dual screens to show different images.,1,0
667,cmun272@email.com,22/09/2022,The text on my screen is too small.,1,0
668,ealf266@email.com,22/09/2022,Could you reset my password please.,1,1
669,aman282@email.com,22/09/2022,Can't access my network folder.,1,1
670,grei803@email.com,22/09/2022,My docking station is not charging my laptop,2,0
671,xkan930@email.com,22/09/2022,My email box is full.  Can I have more storage please?,1,0
672,srob769@email.com,25/09/2022,My mouse cursor is frozen.,2,1
673,mlop584@email.com,25/09/2022,I can't get my blueTooth headphones to connect.,3,0
674,jhyp757@email.com,25/09/2022,My computer can't see the network printer.,1,1
675,vhug765@email.com,26/09/2022,My computer can't see the network printer.,1,1
676,scat467@email.com,26/09/2022,The text on my screen is too small.,1,0
677,lcor868@email.com,26/09/2022,I can't download an email attachment.,1,1
678,aric347@email.com,27/09/2022,Loss of Internet access.,1,0
679,lces669@email.com,27/09/2022,My speakers aren't working.,3,1
680,rtho467@email.com,27/09/2022,My computer can't see the network printer.,1,1
681,xkan930@email.com,28/09/2022,I can't download an email attachment.,1,1
682,wmcc818@email.com,28/09/2022,Could you reset my password please.,1,1
683,tmck964@email.com,28/09/2022,My mouse button doesn't work.,1,1
684,jwhi684@email.com,28/09/2022,The text on my screen is too small.,1,0
685,ylei379@email.com,28/09/2022,My web cam picture is blank.,2,0
686,mpet663@email.com,29/09/2022,My phone won't connect to my laptop.,2,1
687,mlen613@email.com,02/10/2022,I have a suspicious email.  Can you warn others about it.,1,0
688,hmac813@email.com,02/10/2022,My mouse cursor is frozen.,2,0
689,kaaf912@email.com,02/10/2022,My mouse cursor is frozen.,3,1
690,jpat108@email.com,02/10/2022,My mouse cursor is frozen.,2,1
691,ctay416@email.com,02/10/2022,Could you reset my password please.,1,1
692,dplu963@email.com,02/10/2022,Can't access my network folder.,1,0
693,jwri300@email.com,02/10/2022,My phone won't connect to my laptop.,3,1
694,pros923@email.com,02/10/2022,My docking station is not charging my laptop,3,1
695,lgai493@email.com,02/10/2022,I have a suspicious email.  Can you warn others about it.,1,0
696,jwri300@email.com,02/10/2022,My web cam picture is blank.,2,1
697,lnel230@email.com,02/10/2022,Loss of Internet access.,1,1
698,lgai493@email.com,02/10/2022,My web cam picture is blank.,2,1
699,foph202@email.com,02/10/2022,Loss of Internet access.,1,1
700,vhug765@email.com,03/10/2022,Loss of Internet access.,1,1
701,to'r113@email.com,03/10/2022,I have a suspicious email.  Can you warn others about it.,1,1
702,lsho989@email.com,03/10/2022,Can't access my network folder.,1,1
703,hlei381@email.com,03/10/2022,My mouse cursor is frozen.,2,1
704,qkun463@email.com,03/10/2022,My mouse cursor is frozen.,2,1
705,pros923@email.com,03/10/2022,My speakers aren't working.,2,1
706,jhyp757@email.com,03/10/2022,My computer can't see the network printer.,1,1
707,prob453@email.com,03/10/2022,My speakers aren't working.,3,1
708,dale781@email.com,03/10/2022,My mouse button doesn't work.,1,1
709,ssim760@email.com,03/10/2022,My phone won't connect to my laptop.,3,1
710,scoh580@email.com,03/10/2022,My files are not backing up to the cloud anymore.,1,0
711,lliu777@email.com,03/10/2022,The text on my screen is too small.,1,1
712,jwhi684@email.com,03/10/2022,My mouse button doesn't work.,1,0
713,sweg974@email.com,03/10/2022,My phone won't connect to my laptop.,2,1
714,gadi266@email.com,03/10/2022,Could you reset my password please.,1,1
715,rchi700@email.com,03/10/2022,I can't access the Internet.,1,1
716,tcoh444@email.com,03/10/2022,The text on my screen is too small.,1,1
717,lnel230@email.com,03/10/2022,I have a suspicious email.  Can you warn others about it.,1,1
718,ecal258@email.com,03/10/2022,My phone won't connect to my laptop.,3,1
719,psor939@email.com,03/10/2022,My speakers aren't working.,2,0
720,ssim760@email.com,03/10/2022,Loss of Internet access.,1,1
721,lbao941@email.com,03/10/2022,My files are not backing up to the cloud anymore.,1,0
722,bmct787@email.com,03/10/2022,I can't get my blueTooth headphones to connect.,2,1
723,fzhi813@email.com,03/10/2022,Loss of Internet access.,1,0
724,bmcw268@email.com,03/10/2022,I can't get my dual screens to show different images.,1,1
725,smor720@email.com,03/10/2022,I can't get my blueTooth headphones to connect.,2,1
726,sbre757@email.com,03/10/2022,My web cam image is not clear.,3,1
727,kaaf912@email.com,03/10/2022,The text on my screen is too small.,1,1
728,dmid559@email.com,03/10/2022,The text on my screen is too small.,1,1
729,lliu777@email.com,03/10/2022,I can't access the Internet.,1,0
730,lxie552@email.com,03/10/2022,I can't adjust the microphone volume on my headset.,3,0
731,tbro117@email.com,03/10/2022,My web cam image is not clear.,2,0
732,jpat108@email.com,04/10/2022,My files are not backing up to the cloud anymore.,1,1
733,jwhi684@email.com,05/10/2022,My web cam image is not clear.,3,1
734,csmi333@email.com,06/10/2022,The text on my screen is too small.,1,1
735,mmet299@email.com,06/10/2022,My mouse button doesn't work.,1,1
736,nqui472@email.com,06/10/2022,I can't download an email attachment.,1,0
737,wtwi204@email.com,06/10/2022,Loss of Internet access.,1,1
738,tric552@email.com,06/10/2022,My email box is full.  Can I have more storage please?,1,1
739,shil978@email.com,06/10/2022,My docking station is not charging my laptop,3,1
740,lbao150@email.com,09/10/2022,Could you reset my password please.,1,1
741,trei753@email.com,09/10/2022,I can't get my blueTooth headphones to connect.,2,1
742,tvai401@email.com,09/10/2022,My phone won't connect to my laptop.,2,1
743,bjon175@email.com,09/10/2022,My phone won't connect to my laptop.,3,1
744,zlei833@email.com,09/10/2022,My files are not backing up to the cloud anymore.,1,1
745,erig790@email.com,09/10/2022,My email box is full.  Can I have more storage please?,1,0
746,zde969@email.com,10/10/2022,I can't adjust the microphone volume on my headset.,3,1
747,bjon175@email.com,10/10/2022,Loss of Internet access.,1,1
748,gsew759@email.com,11/10/2022,My computer can't see the network printer.,1,1
749,aspe855@email.com,11/10/2022,I can't adjust the microphone volume on my headset.,2,0
750,cpat598@email.com,11/10/2022,My docking station is not charging my laptop,3,1
751,tkuj104@email.com,12/10/2022,My computer can't see the network printer.,1,0
752,csin845@email.com,12/10/2022,My phone won't connect to my laptop.,3,1
753,bmcc569@email.com,12/10/2022,I can't get my blueTooth headphones to connect.,2,0
754,gmcc411@email.com,12/10/2022,I can't get my blueTooth headphones to connect.,3,1
755,jmar475@email.com,12/10/2022,Can't access my network folder.,1,0
756,aabb463@email.com,12/10/2022,My mouse cursor is frozen.,3,1
757,ihun275@email.com,12/10/2022,My mouse cursor is frozen.,3,1
758,lgon902@email.com,12/10/2022,I can't get my dual screens to show different images.,1,0
759,apil884@email.com,12/10/2022,My docking station is not charging my laptop,2,1
760,ealf266@email.com,12/10/2022,My mouse cursor is frozen.,2,1
761,ebla652@email.com,12/10/2022,My web cam picture is blank.,2,1
762,prob453@email.com,12/10/2022,My web cam picture is blank.,2,0
763,tsul478@email.com,12/10/2022,My speakers aren't working.,3,1
764,slam758@email.com,12/10/2022,My web cam picture is blank.,3,0
765,dmia463@email.com,12/10/2022,My mouse button doesn't work.,1,0
766,dsob768@email.com,12/10/2022,I have a suspicious email.  Can you warn others about it.,1,0
767,jsim168@email.com,12/10/2022,The text on my screen is too small.,1,1
768,lhe259@email.com,12/10/2022,Loss of Internet access.,1,1
769,jchr951@email.com,12/10/2022,The text on my screen is too small.,1,1
770,dzha676@email.com,12/10/2022,My mouse cursor is frozen.,3,1
771,ctay323@email.com,12/10/2022,I can't get my blueTooth headphones to connect.,2,1
772,sman522@email.com,12/10/2022,My docking station is not charging my laptop,3,1
773,barv104@email.com,13/10/2022,I can't get my dual screens to show different images.,1,0
774,kaaf912@email.com,13/10/2022,My mouse cursor is frozen.,3,0
775,aabb463@email.com,13/10/2022,My web cam picture is blank.,3,0
776,kand507@email.com,13/10/2022,My computer can't see the network printer.,1,1
777,mpet663@email.com,13/10/2022,My mouse cursor is frozen.,3,1
778,hmur278@email.com,13/10/2022,My mouse button doesn't work.,1,0
779,smer111@email.com,13/10/2022,My web cam image is not clear.,3,1
780,xkan930@email.com,13/10/2022,My web cam image is not clear.,3,0
781,mlen613@email.com,13/10/2022,My docking station is not charging my laptop,3,1
782,aman282@email.com,13/10/2022,I can't get my blueTooth headphones to connect.,3,1
783,pros923@email.com,13/10/2022,My email box is full.  Can I have more storage please?,1,1
784,twen667@email.com,16/10/2022,My web cam image is not clear.,2,1
785,kbri900@email.com,16/10/2022,Can't access my network folder.,1,0
786,tsul478@email.com,16/10/2022,My mouse cursor is frozen.,3,1
787,slam437@email.com,16/10/2022,I have a suspicious email.  Can you warn others about it.,1,0
788,rbur971@email.com,16/10/2022,I can't adjust the microphone volume on my headset.,2,0
789,mlop584@email.com,16/10/2022,My speakers aren't working.,3,0
790,lbao941@email.com,16/10/2022,My email box is full.  Can I have more storage please?,1,0
791,sjoh651@email.com,16/10/2022,Could you reset my password please.,1,0
792,cchr994@email.com,16/10/2022,Loss of Internet access.,1,0
793,ihun275@email.com,16/10/2022,I can't adjust the microphone volume on my headset.,2,0
794,tfen716@email.com,17/10/2022,My mouse button doesn't work.,1,0
795,crei727@email.com,17/10/2022,My mouse button doesn't work.,1,1
796,vhug765@email.com,17/10/2022,I can't adjust the microphone volume on my headset.,3,0
797,lnys237@email.com,17/10/2022,I can't access the Internet.,1,0
798,jmar475@email.com,18/10/2022,I can't get my blueTooth headphones to connect.,2,1
799,dplu963@email.com,18/10/2022,My mouse button doesn't work.,1,1
800,tnid586@email.com,18/10/2022,I can't download an email attachment.,1,1
801,sbro425@email.com,19/10/2022,My email box is full.  Can I have more storage please?,1,0
802,tmar516@email.com,19/10/2022,I can't get my dual screens to show different images.,1,1
803,lbao150@email.com,19/10/2022,My phone won't connect to my laptop.,3,0
804,vhug765@email.com,19/10/2022,My web cam picture is blank.,2,0
805,sbro425@email.com,19/10/2022,Loss of Internet access.,1,1
806,lcor868@email.com,20/10/2022,Loss of Internet access.,1,1
807,kgro396@email.com,20/10/2022,Could you reset my password please.,1,0
808,lbao150@email.com,20/10/2022,My phone won't connect to my laptop.,3,0
809,qlin667@email.com,20/10/2022,The text on my screen is too small.,1,1
810,lnow894@email.com,20/10/2022,My docking station is not charging my laptop,3,1
811,lwal447@email.com,20/10/2022,Can't access my network folder.,1,0
812,mlop584@email.com,20/10/2022,I can't adjust the microphone volume on my headset.,3,1
813,kbut903@email.com,20/10/2022,My docking station is not charging my laptop,3,0
814,nbun949@email.com,20/10/2022,I have a suspicious email.  Can you warn others about it.,1,0
815,slam758@email.com,20/10/2022,My speakers aren't working.,3,0
816,zmin412@email.com,23/10/2022,My mouse cursor is frozen.,3,1
817,wtwi204@email.com,23/10/2022,Can't access my network folder.,1,0
818,kaaf912@email.com,23/10/2022,I can't download an email attachment.,1,1
819,smcp485@email.com,23/10/2022,My docking station is not charging my laptop,2,0
820,lxie552@email.com,23/10/2022,Loss of Internet access.,1,1
821,ealf266@email.com,23/10/2022,I can't get my dual screens to show different images.,1,1
822,mmac810@email.com,23/10/2022,Can't access my network folder.,1,1
823,bmcc569@email.com,23/10/2022,Could you reset my password please.,1,1
824,shil978@email.com,23/10/2022,I can't download an email attachment.,1,1
825,rkan224@email.com,23/10/2022,I can't access the Internet.,1,0
826,spla842@email.com,23/10/2022,Can't access my network folder.,1,0
827,pcho887@email.com,23/10/2022,I can't get my blueTooth headphones to connect.,3,1
828,ghen798@email.com,23/10/2022,I have a suspicious email.  Can you warn others about it.,1,1
829,mcor367@email.com,23/10/2022,My web cam image is not clear.,2,0
830,alew569@email.com,23/10/2022,My web cam image is not clear.,3,0
831,smck563@email.com,23/10/2022,I can't get my dual screens to show different images.,1,1
832,cnin104@email.com,23/10/2022,My speakers aren't working.,3,0
833,wmcc818@email.com,23/10/2022,My files are not backing up to the cloud anymore.,1,0
834,lbao150@email.com,23/10/2022,My web cam image is not clear.,2,0
835,csel980@email.com,23/10/2022,Can't access my network folder.,1,1
836,cbed340@email.com,23/10/2022,My mouse cursor is frozen.,3,0
837,slam437@email.com,23/10/2022,I can't get my blueTooth headphones to connect.,3,1
838,cchr994@email.com,23/10/2022,My phone won't connect to my laptop.,3,1
839,psor939@email.com,23/10/2022,I can't download an email attachment.,1,0
840,jhus268@email.com,23/10/2022,My phone won't connect to my laptop.,3,0
841,crod264@email.com,24/10/2022,My speakers aren't working.,2,0
842,dsub566@email.com,24/10/2022,I can't adjust the microphone volume on my headset.,3,1
843,abov917@email.com,24/10/2022,I can't adjust the microphone volume on my headset.,3,1
844,tmcp991@email.com,24/10/2022,I can't download an email attachment.,1,1
845,sold892@email.com,25/10/2022,My computer can't see the network printer.,1,1
846,smcp485@email.com,25/10/2022,My speakers aren't working.,3,1
847,gsew759@email.com,25/10/2022,Loss of Internet access.,1,0
848,aman282@email.com,25/10/2022,My speakers aren't working.,3,1
849,dnel258@email.com,25/10/2022,Can't access my network folder.,1,1
850,aabb463@email.com,25/10/2022,Loss of Internet access.,1,1
851,lces669@email.com,25/10/2022,My web cam picture is blank.,3,1
852,lliu777@email.com,26/10/2022,My computer can't see the network printer.,1,1
853,agre552@email.com,27/10/2022,I can't get my blueTooth headphones to connect.,2,0
854,lxie441@email.com,27/10/2022,My computer can't see the network printer.,1,1
855,plit258@email.com,27/10/2022,My speakers aren't working.,3,1
856,ekee255@email.com,27/10/2022,My docking station is not charging my laptop,2,0
857,edev108@email.com,30/10/2022,My files are not backing up to the cloud anymore.,1,1
858,kali593@email.com,31/10/2022,I have a suspicious email.  Can you warn others about it.,1,1
859,pdav387@email.com,31/10/2022,My files are not backing up to the cloud anymore.,1,1
860,alew569@email.com,31/10/2022,My email box is full.  Can I have more storage please?,1,1
861,abov917@email.com,01/11/2022,Can't access my network folder.,1,0
862,rdun515@email.com,01/11/2022,I can't download an email attachment.,1,1
863,csch538@email.com,01/11/2022,My mouse button doesn't work.,1,1
864,rbur971@email.com,02/11/2022,Loss of Internet access.,1,1
865,eher957@email.com,02/11/2022,I can't access the Internet.,1,1
866,mmet299@email.com,02/11/2022,I can't get my dual screens to show different images.,1,1
867,hgar508@email.com,02/11/2022,My phone won't connect to my laptop.,3,0
868,pmck621@email.com,02/11/2022,My email box is full.  Can I have more storage please?,1,1
869,cnin104@email.com,02/11/2022,My files are not backing up to the cloud anymore.,1,1
870,jrob313@email.com,02/11/2022,My docking station is not charging my laptop,3,1
871,sold892@email.com,02/11/2022,My docking station is not charging my laptop,2,1
872,lhe259@email.com,02/11/2022,My computer can't see the network printer.,1,1
873,jchr951@email.com,02/11/2022,My computer can't see the network printer.,1,0
874,cbed340@email.com,02/11/2022,Could you reset my password please.,1,1
875,jmag670@email.com,02/11/2022,I can't adjust the microphone volume on my headset.,3,1
876,aspe855@email.com,02/11/2022,I can't get my dual screens to show different images.,1,0
877,abov917@email.com,02/11/2022,My files are not backing up to the cloud anymore.,1,0
878,ilee544@email.com,02/11/2022,I can't get my dual screens to show different images.,1,1
879,lgra552@email.com,02/11/2022,I have a suspicious email.  Can you warn others about it.,1,0
880,ccai446@email.com,02/11/2022,My files are not backing up to the cloud anymore.,1,1
881,lxie552@email.com,02/11/2022,The text on my screen is too small.,1,1
882,sman522@email.com,02/11/2022,I can't get my blueTooth headphones to connect.,3,0
883,sold892@email.com,02/11/2022,My email box is full.  Can I have more storage please?,1,1
884,smcp485@email.com,02/11/2022,My docking station is not charging my laptop,3,1
885,jmar475@email.com,02/11/2022,I can't adjust the microphone volume on my headset.,3,0
886,twen667@email.com,02/11/2022,I can't get my blueTooth headphones to connect.,3,1
887,qlin667@email.com,02/11/2022,The text on my screen is too small.,1,1
888,lnow894@email.com,02/11/2022,I can't get my blueTooth headphones to connect.,3,0
889,zluo662@email.com,02/11/2022,My speakers aren't working.,3,1
890,mo'l731@email.com,02/11/2022,My docking station is not charging my laptop,3,1
